CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,new_Credit_Limit,new_Avg_Utilization_Ratio,new_Avg_Open_To_Buy,new_level_Education_Level,new_level_Gender,new_level_Income_Category,new_level_Marital_Status
778207083,Attrited Customer,53.0,4.0,Blue,44.0,3.0,3.0,2.0,2189.0,0.742,2153.0,39.0,0.5,0.99487,0.00513,11561.0,0.189,9372.0,Uneducated,M,$80K - $120K,Single
778781508,Attrited Customer,44.0,2.0,Blue,32.0,4.0,3.0,3.0,2517.0,0.717,2455.0,41.0,0.64,0.99661,0.00338788,8477.0,0.297,5960.0,High School,F,Others,Married
714142158,Existing Customer,59.0,0.0,Blue,48.0,2.0,2.0,1.0,1411.0,0.665,3882.0,92.0,0.643,5.8902e-05,0.99994,2120.0,0.666,709.0,Graduate,F,Less than $40K,Married
715390608,Existing Customer,45.0,5.0,Blue,39.0,5.0,3.0,2.0,1209.0,0.727,5311.0,81.0,0.976,0.0001857,0.99981,2867.0,0.422,1658.0,Graduate,F,Less than $40K,Married
715243458,Existing Customer,45.0,2.0,Blue,36.0,5.0,3.0,1.0,1304.0,0.708,5047.0,94.0,0.679,0.00010848,0.99989,2293.0,0.569,989.0,Graduate,F,$40K - $60K,Single
715418508,Existing Customer,51.0,1.0,Blue,36.0,2.0,1.0,3.0,590.0,0.693,4399.0,72.0,0.756,8.9404e-05,0.99991,8671.0,0.068,8081.0,Uneducated,M,Others,Single
711164508,Existing Customer,49.0,1.0,Silver,43.0,1.0,3.0,1.0,1163.0,0.725,3941.0,71.0,0.821,9.2001e-05,0.99991,12021.296296296296,0.034,8401.517715827338,Graduate,F,Others,Others
713239308,Existing Customer,43.0,2.0,Blue,36.0,2.0,3.0,3.0,1694.0,0.603,4640.0,85.0,0.809,0.00029408,0.99971,2679.0,0.632,985.0,High School,F,Others,Married
712323183,Existing Customer,38.0,3.0,Blue,22.0,2.0,2.0,1.0,0.0,0.761,3738.0,63.0,0.658,7.8291e-05,0.99992,3224.0,0.0,3224.0,Others,M,$80K - $120K,Married
797410983,Existing Customer,45.0,3.0,Blue,39.0,1.0,2.0,2.0,745.0,0.83,5020.0,83.0,0.766,0.00011482,0.99989,1438.3,0.518,693.3,High School,F,Others,Married
721167783,Existing Customer,54.0,4.0,Blue,39.0,1.0,3.0,3.0,2465.0,0.788,4272.0,69.0,1.029,0.00030842,0.99969,7773.0,0.317,5308.0,High School,M,$80K - $120K,Single
712130058,Attrited Customer,44.0,4.0,Blue,36.0,3.0,3.0,4.0,317.0,0.585,2415.0,41.0,0.577,0.99821,0.00179304,8075.0,0.039,7758.0,Uneducated,F,Others,Single
714060408,Existing Customer,57.0,3.0,Blue,37.0,3.0,1.0,2.0,1603.0,0.776,4210.0,82.0,0.907,5.5559e-05,0.99994,3052.0,0.525,1449.0,High School,F,Others,Single
715515333,Existing Customer,51.0,3.0,Blue,42.0,2.0,1.0,3.0,2140.0,0.554,4024.0,92.0,0.614,9.6126e-05,0.9999,7932.0,0.27,5792.0,Graduate,M,Others,Married
806970033,Existing Customer,48.0,3.0,Blue,43.0,2.0,2.0,3.0,1434.0,0.805,4588.0,77.0,1.026,0.00019311,0.99981,1753.0,0.818,319.0,High School,M,$40K - $60K,Others
817337958,Existing Customer,48.0,5.0,Blue,33.0,2.0,1.0,3.0,1176.0,0.627,3796.0,74.0,1.056,0.0001384,0.99986,5814.0,0.202,4638.0,Others,F,Less than $40K,Married
788132208,Existing Customer,53.0,2.0,Blue,38.0,3.0,2.0,1.0,1003.0,0.677,5070.0,70.0,0.75,6.864e-05,0.99993,1989.0,0.504,986.0,Graduate,F,$40K - $60K,Married
812653383,Existing Customer,55.0,1.0,Blue,50.0,3.0,3.0,3.0,1520.0,0.864,4729.0,92.0,0.704,0.00027607,0.99972,1843.0,0.825,323.0,College,F,$40K - $60K,Single
709762908,Existing Customer,52.0,1.0,Blue,40.0,2.0,2.0,1.0,1228.0,0.659,4991.0,78.0,0.902,6.6245e-05,0.99993,1438.3,0.854,210.3,Uneducated,F,Others,Married
717114708,Existing Customer,34.0,0.0,Blue,26.0,3.0,3.0,2.0,1830.0,0.777,4414.0,77.0,0.878,0.00015435,0.99985,2991.0,0.612,1161.0,Graduate,F,$40K - $60K,Married
767388783,Existing Customer,43.0,3.0,Blue,36.0,3.0,3.0,1.0,0.0,0.802,4601.0,66.0,0.571,0.00010943,0.99989,9560.0,0.0,9560.0,High School,M,$60K - $80K,Married
794719983,Attrited Customer,44.0,4.0,Blue,38.0,2.0,2.0,3.0,2505.0,0.828,2576.0,42.0,0.5,0.9949,0.0051,2616.0,0.958,111.0,High School,F,Less than $40K,Others
778378983,Attrited Customer,54.0,1.0,Blue,34.0,5.0,2.0,2.0,2152.0,0.555,2476.0,42.0,0.355,0.99073,0.00927,2939.0,0.732,787.0,Graduate,F,Less than $40K,Single
773275083,Existing Customer,49.0,3.0,Blue,37.0,2.0,3.0,0.0,966.0,0.777,4765.0,79.0,0.646,6.6941e-05,0.99993,3085.0,0.313,2119.0,College,F,Others,Married
719971458,Existing Customer,49.0,5.0,Blue,41.0,2.0,3.0,2.0,1490.0,0.533,4213.0,74.0,1.114,0.0001857,0.99981,5275.0,0.282,3785.0,Graduate,M,$80K - $120K,Single
721001883,Existing Customer,41.0,3.0,Blue,30.0,3.0,1.0,2.0,1618.0,0.75,3357.0,47.0,0.88,5.8763e-05,0.99994,1950.0,0.21989772727272727,332.0,Uneducated,M,$60K - $80K,Married
778245633,Existing Customer,43.0,3.0,Blue,33.0,3.0,3.0,1.0,1818.0,0.833,4356.0,70.0,0.628,0.00011256,0.99989,2341.0,0.22740625,523.0,Graduate,F,Others,Single
718535733,Existing Customer,40.0,1.0,Blue,25.0,3.0,3.0,1.0,2047.0,1.108,4928.0,79.0,0.646,0.00010469,0.9999,3758.0,0.545,1711.0,Uneducated,F,Less than $40K,Others
711909933,Existing Customer,54.0,4.0,Blue,42.0,3.0,3.0,1.0,618.0,0.846,4815.0,83.0,1.024,0.00012505,0.99987,1621.0,0.381,1003.0,Others,M,$80K - $120K,Married
709253433,Existing Customer,50.0,2.0,Blue,41.0,2.0,1.0,2.0,1912.0,0.362,2448.0,58.0,0.45,5.663e-05,0.99994,4479.328571428571,0.175,9034.0,Uneducated,F,$40K - $60K,Married
719797758,Existing Customer,56.0,1.0,Blue,36.0,3.0,1.0,1.0,2517.0,0.914,4922.0,84.0,0.68,3.0307e-05,0.99997,3422.0,0.736,905.0,High School,F,Less than $40K,Single
789420933,Existing Customer,39.0,2.0,Blue,30.0,3.0,1.0,3.0,778.0,0.645,4130.0,87.0,0.706,9.5249e-05,0.9999,3108.0,0.25,2330.0,Uneducated,F,Less than $40K,Married
709850508,Attrited Customer,33.0,2.0,Blue,20.0,3.0,2.0,5.0,0.0,1.012,2917.0,37.0,0.682,0.99823,0.00176584,3202.0,0.0,3202.0,Graduate,F,Less than $40K,Married
715335558,Existing Customer,43.0,5.0,Blue,36.0,2.0,1.0,2.0,907.0,0.816,4191.0,81.0,0.761,5.8465e-05,0.99994,1855.0,0.489,948.0,Uneducated,F,Less than $40K,Single
711516783,Existing Customer,47.0,4.0,Blue,36.0,2.0,1.0,1.0,1119.0,0.815,5441.0,91.0,0.717,3.5816e-05,0.99996,2155.0,0.519,1036.0,Uneducated,F,$40K - $60K,Married
798917883,Existing Customer,42.0,4.0,Blue,36.0,2.0,3.0,2.0,2517.0,0.619,4620.0,76.0,1.171,0.0001834,0.99982,4150.0,0.607,1633.0,College,F,Less than $40K,Single
721525758,Existing Customer,45.0,5.0,Blue,35.0,2.0,2.0,2.0,1229.0,0.784,4928.0,77.0,0.638,0.00017004,0.99983,2226.0,0.16285185185185186,997.0,Others,M,$80K - $120K,Married
716249508,Existing Customer,48.0,5.0,Blue,36.0,3.0,2.0,1.0,0.0,0.424,4243.0,85.0,0.848,6.889e-05,0.99993,1610.0,0.0,1610.0,High School,F,$40K - $60K,Married
716953083,Existing Customer,53.0,2.0,Blue,41.0,3.0,2.0,2.0,1260.0,0.768,4228.0,81.0,0.884,0.00011382,0.99989,2046.0,0.616,786.0,Graduate,F,Others,Married
712448658,Attrited Customer,52.0,1.0,Blue,36.0,3.0,3.0,2.0,0.0,0.718,2281.0,55.0,0.618,0.99395,0.00605,1795.0,0.0,1795.0,High School,F,Less than $40K,Single
711766758,Existing Customer,42.0,4.0,Blue,30.0,3.0,2.0,1.0,987.0,0.831,4373.0,67.0,0.811,7.9128e-05,0.99992,1531.0,0.645,544.0,Others,F,Less than $40K,Married
709432833,Existing Customer,53.0,1.0,Blue,36.0,2.0,2.0,3.0,1196.0,1.24,4859.0,73.0,0.973,0.00019751,0.9998,1472.0,0.812,276.0,Others,F,Less than $40K,Married
719964933,Existing Customer,50.0,5.0,Blue,41.0,3.0,2.0,2.0,0.0,0.683,4550.0,78.0,0.857,0.00011751,0.99988,1438.3,0.0,1438.3,Graduate,F,Less than $40K,Single
719857008,Existing Customer,37.0,1.0,Blue,36.0,3.0,3.0,1.0,2198.0,0.828,4531.0,81.0,0.723,0.00010182,0.9999,2886.0,0.762,688.0,Graduate,F,$40K - $60K,Single
758340108,Existing Customer,39.0,2.0,Silver,29.0,3.0,3.0,2.0,913.0,0.568,3906.0,78.0,0.592,0.00016253,0.99984,3832.9133995037223,0.091,2609.267761864645,Graduate,F,Less than $40K,Single
708276183,Attrited Customer,52.0,3.0,Blue,45.0,2.0,4.0,1.0,0.0,0.046,1554.0,35.0,0.029,0.99379,0.00621,1760.0,0.0,1760.0,Others,F,Less than $40K,Married
716481408,Existing Customer,38.0,2.0,Blue,36.0,3.0,1.0,1.0,0.0,0.681,4769.0,76.0,0.949,3.3214e-05,0.99997,1461.0,0.0,1461.0,Graduate,F,Less than $40K,Single
720590058,Attrited Customer,51.0,1.0,Blue,36.0,3.0,3.0,3.0,1794.0,0.848,2839.0,47.0,0.808,0.99649,0.00350838,8840.0,0.203,7046.0,Graduate,F,$40K - $60K,Single
789347133,Existing Customer,38.0,2.0,Blue,28.0,2.0,1.0,1.0,2395.0,0.706,4690.0,79.0,0.756,3.9082e-05,0.99996,4468.0,0.536,2073.0,Others,F,$40K - $60K,Married
719112258,Existing Customer,42.0,4.0,Blue,35.0,3.0,3.0,3.0,1360.0,1.193,4692.0,79.0,0.681,0.00030845,0.99969,2516.0,0.21000000000000002,1156.0,College,M,$60K - $80K,Others
717748608,Attrited Customer,35.0,4.0,Blue,24.0,3.0,2.0,4.0,872.0,0.772,2252.0,51.0,0.645,0.99701,0.00299357,1555.0,0.561,683.0,High School,F,Less than $40K,Married
710740008,Existing Customer,57.0,1.0,Blue,39.0,3.0,1.0,1.0,641.0,0.66,5140.0,82.0,0.519,3.1176e-05,0.99997,1438.3,0.446,797.3,Graduate,M,$80K - $120K,Others
716694108,Attrited Customer,42.0,4.0,Blue,34.0,2.0,3.0,3.0,468.0,0.567,2682.0,48.0,0.231,0.99694,0.00305523,5195.0,0.09,4727.0,Uneducated,M,Others,Married
719372583,Existing Customer,57.0,3.0,Blue,36.0,2.0,2.0,1.0,1197.0,0.637,4077.0,90.0,0.698,7.1226e-05,0.99993,17268.0,0.069,16071.0,Graduate,M,Others,Single
719981508,Attrited Customer,37.0,2.0,Blue,24.0,2.0,2.0,3.0,0.0,0.864,2574.0,51.0,0.7,0.99495,0.00505,1649.0,0.0,1649.0,Uneducated,M,Others,Single
751350558,Existing Customer,57.0,1.0,Blue,50.0,3.0,2.0,2.0,0.0,0.669,4770.0,85.0,0.7,0.00010386,0.9999,1609.0,0.0,1609.0,High School,F,Less than $40K,Married
715123983,Existing Customer,43.0,1.0,Blue,36.0,3.0,2.0,2.0,2517.0,0.977,5848.0,81.0,0.8,0.00010387,0.9999,3342.0,0.753,825.0,College,F,Less than $40K,Single
709250508,Existing Customer,63.0,1.0,Blue,56.0,3.0,1.0,2.0,2517.0,0.781,4877.0,88.0,0.692,5.3155e-05,0.99995,6973.0,0.361,4456.0,Uneducated,M,Less than $40K,Single
716754783,Attrited Customer,43.0,4.0,Blue,30.0,3.0,2.0,3.0,1331.0,0.519,2229.0,44.0,0.375,0.9949,0.0051,17228.0,0.077,15897.0,High School,M,Others,Married
719025333,Existing Customer,48.0,2.0,Blue,42.0,3.0,2.0,0.0,0.0,0.838,3513.0,59.0,0.686,4.9404e-05,0.99995,1898.0,0.0,1898.0,Others,M,$40K - $60K,Married
718566858,Existing Customer,46.0,2.0,Blue,36.0,3.0,2.0,2.0,0.0,0.757,5005.0,79.0,0.795,0.00011066,0.99989,1438.3,0.0,1438.3,College,F,Less than $40K,Single
710675508,Existing Customer,40.0,3.0,Blue,28.0,2.0,3.0,1.0,1190.0,0.736,5149.0,98.0,0.661,0.00010944,0.99989,2321.0,0.513,1131.0,College,F,Others,Others
818729208,Existing Customer,52.0,3.0,Blue,47.0,3.0,3.0,3.0,941.0,0.874,4525.0,77.0,0.604,0.0003139,0.99969,8185.0,0.115,7244.0,Graduate,M,$60K - $80K,Married
709068183,Existing Customer,53.0,4.0,Blue,42.0,3.0,3.0,3.0,0.0,0.684,4709.0,87.0,0.776,0.00030845,0.99969,3096.0,0.0,3096.0,College,M,$60K - $80K,Single
715358283,Existing Customer,57.0,2.0,Blue,46.0,2.0,3.0,2.0,1139.0,1.025,4509.0,73.0,0.825,0.00018494,0.99982,2129.0,0.535,990.0,Uneducated,F,Less than $40K,Married
710966433,Existing Customer,50.0,3.0,Blue,36.0,3.0,2.0,2.0,1404.0,0.503,3785.0,67.0,1.161,0.00012144,0.99988,2615.0,0.537,1211.0,Uneducated,F,Less than $40K,Married
708575058,Attrited Customer,46.0,3.0,Blue,39.0,2.0,3.0,2.0,965.0,0.928,3300.0,58.0,0.568,0.99482,0.00518,3157.0,0.306,2192.0,Uneducated,F,$40K - $60K,Others
713929533,Attrited Customer,36.0,3.0,Blue,36.0,2.0,2.0,2.0,0.0,0.319,2060.0,52.0,0.529,0.99137,0.00863,1707.0,0.0,1707.0,College,F,Less than $40K,Married
714087258,Existing Customer,49.0,1.0,Blue,36.0,2.0,3.0,2.0,0.0,0.65,5156.0,72.0,0.895,0.0001736,0.99983,1838.0,0.0,1838.0,Uneducated,F,Less than $40K,Others
756383283,Existing Customer,38.0,3.0,Blue,31.0,3.0,1.0,3.0,2517.0,0.72,4170.0,80.0,0.739,9.3457e-05,0.99991,5523.0,0.456,3006.0,College,F,Less than $40K,Married
720766908,Attrited Customer,40.0,2.0,Blue,28.0,2.0,2.0,2.0,0.0,0.694,2814.0,37.0,0.321,0.99153,0.00847,3021.0,0.0,3021.0,Uneducated,F,Less than $40K,Single
718133733,Existing Customer,44.0,4.0,Blue,36.0,3.0,1.0,1.0,1540.0,0.616,4100.0,76.0,0.81,4.0988e-05,0.99996,7317.0,0.21,5777.0,Others,F,Less than $40K,Others
720823458,Existing Customer,59.0,2.0,Blue,46.0,2.0,6.0,2.0,1907.0,0.797,4658.0,85.0,0.889,0.00015608,0.99984,5218.0,0.365,3311.0,Others,F,Less than $40K,Married
720027258,Existing Customer,53.0,2.0,Blue,40.0,3.0,1.0,3.0,0.0,1.052,4978.0,73.0,0.921,9.0056e-05,0.99991,1438.3,0.0,1438.3,High School,F,Less than $40K,Single
807604233,Existing Customer,54.0,3.0,Blue,49.0,2.0,3.0,3.0,2482.0,1.08,5044.0,81.0,0.688,0.0003139,0.99969,11114.0,0.223,8632.0,Graduate,M,$80K - $120K,Married
801786483,Existing Customer,51.0,0.0,Blue,45.0,3.0,2.0,3.0,2517.0,0.708,4930.0,89.0,0.978,0.0001597,0.99984,10648.0,0.236,8131.0,High School,M,$80K - $120K,Single
789138258,Existing Customer,45.0,3.0,Blue,34.0,2.0,3.0,2.0,2372.0,0.772,4799.0,83.0,0.729,0.00018145,0.99982,2976.0,0.797,604.0,High School,F,Less than $40K,Single
805524708,Attrited Customer,52.0,3.0,Blue,47.0,3.0,3.0,1.0,2517.0,0.932,2599.0,50.0,0.562,0.99095,0.00905,6629.0,0.38,4112.0,High School,F,Less than $40K,Others
779642733,Existing Customer,42.0,5.0,Blue,25.0,3.0,1.0,1.0,2238.0,0.713,4823.0,77.0,0.833,3.7691e-05,0.99996,2812.0,0.796,574.0,Others,F,Less than $40K,Married
771735933,Existing Customer,48.0,2.0,Blue,36.0,2.0,1.0,1.0,1722.0,0.7,4731.0,82.0,0.783,3.2288e-05,0.99997,10761.0,0.16,9039.0,High School,M,$80K - $120K,Married
789917208,Existing Customer,40.0,4.0,Blue,31.0,2.0,3.0,3.0,1781.0,0.972,5087.0,69.0,0.725,0.00030842,0.99969,1968.0,0.905,187.0,High School,F,Less than $40K,Married
779608083,Existing Customer,55.0,2.0,Blue,44.0,2.0,2.0,2.0,1247.0,0.689,3681.0,62.0,0.632,0.00016471,0.99984,3897.0,0.32,2650.0,Others,M,Less than $40K,Single
711287733,Existing Customer,45.0,4.0,Blue,36.0,3.0,2.0,1.0,1289.0,0.656,3856.0,74.0,0.762,7.9128e-05,0.99992,4721.0,0.273,3432.0,Others,M,$40K - $60K,Married
774675933,Existing Customer,40.0,3.0,Silver,34.0,2.0,1.0,3.0,2052.0,0.477,3510.0,62.0,0.476,8.4444e-05,0.99992,34516.0,0.059,32464.0,College,M,$80K - $120K,Others
716741508,Existing Customer,33.0,3.0,Blue,21.0,2.0,1.0,3.0,1167.0,0.744,4460.0,65.0,0.857,9.3448e-05,0.99991,2831.0,0.412,1664.0,High School,F,Less than $40K,Married
721106133,Existing Customer,57.0,3.0,Blue,36.0,3.0,4.0,1.0,1789.0,0.867,5104.0,82.0,0.783,0.00013987,0.99986,2312.0,0.15604545454545454,523.0,Uneducated,F,Others,Others
716698608,Existing Customer,51.0,2.0,Blue,39.0,2.0,1.0,1.0,0.0,0.46,4441.0,87.0,0.673,3.6508e-05,0.99996,8924.0,0.0,8924.0,Others,M,$80K - $120K,Single
716299608,Attrited Customer,58.0,3.0,Blue,36.0,2.0,2.0,3.0,0.0,0.458,1990.0,31.0,0.192,0.99544,0.00455805,1508.0,0.0,1508.0,Others,F,Less than $40K,Others
718116933,Existing Customer,53.0,3.0,Blue,36.0,2.0,3.0,1.0,630.0,0.667,4704.0,79.0,0.756,0.00011256,0.99989,1438.3,0.438,808.3,Graduate,F,Less than $40K,Single
720513333,Existing Customer,46.0,3.0,Blue,39.0,2.0,1.0,3.0,1724.0,0.512,4878.0,78.0,0.444,9.3448e-05,0.99991,21350.0,0.081,19626.0,High School,M,$80K - $120K,Single
802460433,Attrited Customer,57.0,3.0,Blue,51.0,2.0,5.0,2.0,0.0,0.733,2607.0,37.0,0.609,0.99509,0.00490915,1438.3,0.0,1438.3,High School,F,Others,Married
720482583,Existing Customer,52.0,1.0,Blue,43.0,3.0,3.0,1.0,2163.0,0.64,4598.0,69.0,0.865,9.8992e-05,0.9999,10431.0,0.207,8268.0,College,F,Others,Married
719584608,Existing Customer,40.0,4.0,Blue,32.0,3.0,1.0,1.0,0.0,0.657,4215.0,79.0,0.927,3.3863e-05,0.99997,1438.3,0.0,1438.3,High School,M,$40K - $60K,Others
709477233,Existing Customer,37.0,2.0,Blue,36.0,3.0,2.0,1.0,1621.0,0.613,4287.0,79.0,0.717,6.6728e-05,0.99993,2346.0,0.691,725.0,High School,F,Others,Single
719512983,Attrited Customer,47.0,4.0,Blue,39.0,3.0,3.0,6.0,0.0,0.854,2295.0,51.0,0.545,0.99939,0.00060765,1438.3,0.0,1438.3,Graduate,F,Less than $40K,Single
714923583,Attrited Customer,38.0,2.0,Blue,36.0,2.0,3.0,2.0,0.0,0.51,1924.0,48.0,0.548,0.99447,0.00553,2369.0,0.0,2369.0,Graduate,F,Less than $40K,Others
779397183,Existing Customer,42.0,2.0,Blue,31.0,2.0,1.0,1.0,0.0,0.797,4068.0,61.0,0.694,3.3214e-05,0.99997,3659.0,0.0,3659.0,Graduate,F,Less than $40K,Single
714671658,Existing Customer,38.0,5.0,Blue,31.0,2.0,5.0,2.0,1392.0,0.787,4268.0,85.0,0.667,0.00020741,0.99979,2153.0,0.647,761.0,Graduate,F,Less than $40K,Married
779218233,Existing Customer,47.0,5.0,Blue,37.0,2.0,3.0,3.0,0.0,0.68,4115.0,75.0,0.923,0.00036747,0.99963,3544.6339285714284,0.0,2609.267761864645,Others,F,Less than $40K,Single
713456583,Existing Customer,45.0,2.0,Silver,37.0,3.0,2.0,2.0,1495.0,0.52,3247.0,70.0,0.707,9.9979e-05,0.9999,34516.0,0.043,33021.0,High School,M,$80K - $120K,Married
790221633,Existing Customer,44.0,4.0,Blue,38.0,3.0,3.0,3.0,2296.0,0.746,4627.0,77.0,0.791,0.00031726,0.99968,3897.0,0.589,1601.0,Graduate,F,$40K - $60K,Single
721299483,Existing Customer,47.0,3.0,Blue,32.0,2.0,1.0,1.0,1304.0,0.491,4168.0,71.0,0.868,3.4465e-05,0.99997,11671.0,0.112,10367.0,Graduate,M,$80K - $120K,Single
711701958,Existing Customer,48.0,1.0,Blue,38.0,3.0,3.0,3.0,1999.0,0.661,4175.0,63.0,0.537,0.00031211,0.99969,11367.0,0.176,9368.0,Others,M,$60K - $80K,Single
783573408,Existing Customer,42.0,4.0,Blue,36.0,3.0,1.0,2.0,2136.0,0.722,5267.0,83.0,0.886,5.6158e-05,0.99994,2575.0,0.83,439.0,College,F,$40K - $60K,Single
709641933,Existing Customer,42.0,3.0,Blue,36.0,3.0,1.0,2.0,1869.0,0.838,4504.0,84.0,0.787,5.7151e-05,0.99994,3433.0,0.544,1564.0,Graduate,F,$40K - $60K,Married
718755483,Existing Customer,44.0,2.0,Blue,36.0,3.0,2.0,1.0,959.0,0.653,5082.0,86.0,0.686,6.6728e-05,0.99993,7317.0,0.131,6358.0,High School,M,$60K - $80K,Married
720914358,Existing Customer,46.0,3.0,Blue,36.0,3.0,2.0,3.0,1333.0,0.631,4894.0,84.0,0.647,0.00019864,0.9998,4416.0,0.302,3083.0,Graduate,F,Less than $40K,Married
714811533,Existing Customer,39.0,2.0,Blue,32.0,3.0,2.0,2.0,0.0,0.896,5910.0,91.0,0.517,0.00011065,0.99989,1715.0,0.0,1715.0,High School,M,$60K - $80K,Others
719898108,Existing Customer,57.0,2.0,Blue,41.0,2.0,3.0,3.0,809.0,0.778,5322.0,79.0,0.975,0.00043772,0.99956,3667.0,0.221,2858.0,Others,F,$40K - $60K,Married
720719883,Attrited Customer,54.0,1.0,Blue,41.0,3.0,3.0,3.0,0.0,0.806,2535.0,55.0,0.618,0.99649,0.00350838,1874.0,0.0,1874.0,Graduate,F,Others,Single
780338733,Existing Customer,50.0,2.0,Blue,37.0,2.0,1.0,2.0,491.0,0.73,5102.0,83.0,0.694,5.5077e-05,0.99994,1438.3,0.341,947.3,Graduate,F,Less than $40K,Married
709810458,Existing Customer,56.0,0.0,Blue,44.0,3.0,2.0,0.0,768.0,0.888,4241.0,72.0,0.946,3.9603e-05,0.99996,1579.0,0.486,811.0,Others,F,Less than $40K,Single
821356083,Existing Customer,54.0,3.0,Blue,49.0,3.0,1.0,3.0,0.0,0.664,4830.0,87.0,0.642,9.8837e-05,0.9999,1626.0,0.0,1626.0,Uneducated,F,$40K - $60K,Married
793428408,Existing Customer,50.0,3.0,Blue,44.0,2.0,2.0,1.0,1185.0,0.687,5235.0,76.0,1.0,7.3235e-05,0.99993,1596.0,0.742,411.0,Uneducated,F,Less than $40K,Married
746453583,Existing Customer,56.0,1.0,Blue,49.0,2.0,2.0,2.0,1395.0,0.528,4498.0,85.0,0.7,0.00011743,0.99988,2604.0,0.536,1209.0,Others,F,$40K - $60K,Married
771799008,Existing Customer,61.0,1.0,Blue,50.0,3.0,3.0,1.0,1405.0,0.684,4871.0,79.0,0.975,0.00010182,0.9999,3359.0,0.418,1954.0,Graduate,F,Others,Married
719075883,Existing Customer,38.0,3.0,Blue,27.0,2.0,3.0,3.0,2033.0,0.498,3904.0,66.0,0.61,0.00030516,0.99969,2363.0,0.86,330.0,High School,F,$40K - $60K,Married
714986583,Existing Customer,55.0,4.0,Blue,46.0,3.0,2.0,2.0,923.0,0.883,5025.0,62.0,0.879,0.00012274,0.99988,4978.0,0.185,4055.0,Uneducated,F,Less than $40K,Single
753233733,Existing Customer,38.0,1.0,Blue,29.0,3.0,3.0,3.0,1290.0,0.718,3781.0,61.0,0.906,0.00028395,0.99972,2155.0,0.15385632183908046,865.0,Graduate,M,$80K - $120K,Single
806914158,Attrited Customer,38.0,4.0,Blue,33.0,4.0,3.0,1.0,0.0,0.648,2134.0,34.0,0.478,0.99129,0.00871,4047.0,0.0,4047.0,Graduate,F,$40K - $60K,Married
812671758,Attrited Customer,47.0,5.0,Blue,42.0,3.0,5.0,3.0,2176.0,0.752,2458.0,44.0,0.467,0.99802,0.00197641,4345.0,0.501,2169.0,Others,F,Others,Married
789191358,Existing Customer,55.0,4.0,Blue,44.0,2.0,3.0,2.0,794.0,0.614,4035.0,80.0,0.739,0.00018864,0.99981,1854.0,0.428,1060.0,Graduate,M,$80K - $120K,Single
772111083,Existing Customer,50.0,1.0,Blue,39.0,3.0,3.0,2.0,1396.0,0.756,4338.0,75.0,0.829,0.00016413,0.99984,5384.0,0.259,3988.0,High School,M,$80K - $120K,Married
714961383,Existing Customer,48.0,3.0,Blue,36.0,3.0,3.0,3.0,965.0,0.544,4182.0,81.0,0.723,0.00032275,0.99968,1438.3,0.671,473.3,Uneducated,F,Less than $40K,Single
817288458,Existing Customer,33.0,2.0,Blue,19.0,3.0,2.0,3.0,1737.0,0.985,5859.0,82.0,0.783,0.00019143,0.99981,5141.0,0.338,3404.0,Graduate,F,Less than $40K,Single
719163108,Existing Customer,44.0,3.0,Blue,31.0,2.0,2.0,3.0,1325.0,0.769,4076.0,62.0,0.632,0.00019864,0.9998,3977.0,0.333,2652.0,Graduate,M,Others,Married
713922183,Existing Customer,52.0,2.0,Blue,36.0,3.0,2.0,1.0,1259.0,0.85,4461.0,73.0,0.921,7.0576e-05,0.99993,2507.0,0.13586363636363635,1248.0,Uneducated,M,Others,Single
716443608,Existing Customer,46.0,3.0,Blue,36.0,2.0,3.0,1.0,1235.0,0.83,4050.0,78.0,0.814,0.00012373,0.99988,7199.0,0.172,5964.0,Others,F,Less than $40K,Others
827953683,Existing Customer,41.0,2.0,Blue,37.0,1.0,2.0,1.0,1171.0,0.697,5369.0,75.0,0.596,6.864e-05,0.99993,3786.0,0.309,2615.0,Graduate,M,$60K - $80K,Married
789678483,Existing Customer,50.0,2.0,Silver,37.0,1.0,3.0,2.0,0.0,0.696,4773.0,77.0,0.674,0.000158,0.99984,3379.494425087108,0.0,2609.267761864645,High School,F,Less than $40K,Married
793630083,Attrited Customer,39.0,2.0,Blue,33.0,1.0,3.0,4.0,1476.0,0.371,1804.0,34.0,0.259,0.99801,0.00198853,1726.0,0.1314423076923077,250.0,High School,M,Others,Single
756306183,Existing Customer,42.0,1.0,Blue,35.0,2.0,1.0,3.0,2517.0,0.803,4897.0,71.0,1.088,8.4537e-05,0.99992,2873.0,0.876,356.0,College,F,Less than $40K,Married
736893108,Existing Customer,33.0,2.0,Blue,26.0,2.0,3.0,2.0,0.0,0.613,4196.0,87.0,0.891,0.00026028,0.99974,1438.3,0.0,1438.3,Others,F,Less than $40K,Single
